Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1200569,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,No,No,Yes,I have grown up with dogs my whole life and I can't wait to get one of my own. I love the companionship of a dog and can give it as much love and attention as it deserves.,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,Verona Animal Hospital - Emmy Macin,4 - 8,In my apartment,Yes,"Right away, hand that dog over!",No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1203954,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"My son and I miss the companionship of a dog, and  the love and happiness a dog brings to the family.",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Labs4rescue and Staten Island animal shelter,Yes all of my animals are spayed/neutered,No,Adelaide Malihan 718 982-1640,0 - 4,In our house ,"Don’t need contingency plan, I can afford all vet bills","I am uncertain, it would depend on me finding the right dog",Never,No,Not adopting with partner,,Yes
https://ps31.petstablished.com/adoption_applications/1203681,Rent,"Yes, my landlord allows pets",No. ,"Yes, an unfenced yard.",Yes,Yes,No . ,No,Yes. ,"I would love to adopt a dog and give him or her a better life than what they had before. I want to give a dog the best life they can possible have. There are so many waking trials, local and state parks, beaches, islands and more for dogs to enjoy. ",Active - Short walks and dog park play,I do not currently have pets,DAWS (Danbury Animal Welfare Society) ,I don't have animals ,No. ,Cats Corner Veterinary Hospital 203-264-2287 Records are under Pamela Hein as I was a minor when the cats were adopted.  ,4 - 8,The dog will be kept in my apartment. He or she will have free range of the apartment when I’m not there. They can lounge where ever they would like but will know that my room is where I will be when sleeping. ,I do have accounts at multiple banking institutions for emergencies such as vet visits. I have credit cards for certain types of emergencies as well as cash on hand if anything happens. ,I am thinking probably in the next few days,No. ,No. ,The dog will be adopted in my name and will remain with me if a separation occurs. ,N/A ,Yes
https://ps31.petstablished.com/adoption_applications/1198155,Own,,,"Yes, a fenced yard.",No,Yes,"Yes, Louisa",No,Yes,We are looking for a new furry friend. We recently lost a dog and really enjoyed having one. Allie is also going to college soon and I would like someone home with me while my wife is at work.,Energetic - Running buddy,I do not currently have pets,"Just Pups in Paramus, NJ",I don't have animals ,No,"Montvale animal hospital (2013914342)Daniel Quarto",0 - 4,In the house or allowed to go into fenced backyard when they want to.,Yes,I am thinking probably in the next few days,No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1202764,Own,I own my home and do not need approval from a landlord,N/A,"Yes, a fenced yard.",Yes,Yes,Yes,No,Yes,To add another member that we can love to our family.,Active - Short walks and dog park play,I do not currently have pets,I lived in Nevada in the 1990’s. One dog was from the local shelter and the other was found on the street and never claimed through ads we ran in the local newspaper.,I don't have animals ,No.,"Dr. Harley at North Saucon Animal Hospital1 (610) 867-0800Honorée WilsonSammy",0 - 4,In our house.,Savings.,"I am uncertain, it would depend on me finding the right dog",No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1202850,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"Companionship, hiking, adventures together",Active - Short walks and dog park play,I do not currently have pets,The rabbits were from a pet store. Childhood dogs were from adoptions or breeders.,Yes all of my animals are spayed/neutered,no,"Vinegar Hill Vets. Dr Neuman  (718) 797-6875Frith and Inle Latimer",0 - 4,"Apartment, doggy daycare once the dog is old enough",We have sufficient savings,"I am uncertain, it would depend on me finding the right dog",No,No,No,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1202468,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We lost our golden doodle last year and are ready to open up our loving home for a new pup. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Camden County Animal Shelter,Yes all of my animals are spayed/neutered,No,Queen Village Animal Hospital (215) 925-5753,0 - 4,In our home on the first floor. We have a bed set up for our bud in the bedroom with us. ,"Yes, we have set aside savings for our pet care. ","Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1201050,Own,,No,"Yes, a fenced yard.",Yes,Yes,"My daughter Hannah - has a slight allergy.  However, we lived with my mother-in-law for 6 months while we renovated our house, she has a dog, and Hannah had no problems living there.  No reactions.  ",No,Yes,"My wife and I have wanted to get a dog for the family for a while, but we wanted to wait until the girls were a little older so that they could share in the responsibility and joy of having a dog as part of the family. We feel everyone is ready and would love to provide a loving and safe home to a dog that would otherwise not have one!",Active - Short walks and dog park play,I do not currently have pets,Shelter,I don't have animals ,No,"Oradell Veterinary Group of Fort Lee  (201) 947-2442",4 - 8,"We intend to crate train.  After the dog is thoroughly exercised she will stay in the crate.  After she gets older she will have more freedom of the house. ",Yes.  We have enough saved money to account for this.,I am thinking probably in the next few days,No,No,Yes,Not a Senior,Yes
https://ps31.petstablished.com/adoption_applications/1202365,Own,,,"Yes, an unfenced yard.",Yes,Yes,,No,Yes,We want our son to grow up with animals like we did. He is a sweet boy and has been asking for enough puppies to fill his bed,"Mellow - Short, daily walks",I do not currently have pets,I’ve had one rescue and one shelter dog. Rick grew up with rescue dogs.,I don't have animals ,No,I do not recall this information as this was many years ago and i was a child. ,0 - 4,Our home,We would look into pet insurance ,I am thinking probably in the next few days,No,No,Yes,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1202377,Own,,No,"Yes, a fenced yard.",Yes,Yes,"My daughter Hannah - has a slight allergy.  However, we lived with my mother-in-law for 6 months while we renovated our house, she has a dog, and Hannah had no problems living there.  No reactions.  ",No,Yes,"My wife and I have wanted to get a dog for the family for a while, but we wanted to wait until the girls were a little older so that they could share in the responsibility and joy of having a dog as part of the family. We feel everyone is ready and would love to provide a loving and safe home to a dog that would otherwise not have one!",Active - Short walks and dog park play,I do not currently have pets,Shelter,I don't have animals ,No,"Oradell Veterinary Group of Fort Lee  (201) 947-2442",4 - 8,"We intend to crate train.  After the dog is thoroughly exercised she will stay in the crate.  After she gets older she will have more freedom of the house. ",Yes.  We have enough saved money to account for this.,I am thinking probably in the next few days,No,No,Yes,Not a Senior,Yes
https://ps31.petstablished.com/adoption_applications/1201424,Own,I own my home and do not need approval from a landlord,,I don't have a yard. ,No,Yes,,No,Yes,I am traveling much less now for work and am able to commit to having a dog. I also have a stronger support system in New York to help me with raising a pup ;-) ,"Mellow - Short, daily walks",I do not currently have pets,NA,I don't have animals ,No,NA,0 - 4,The dog will live with me in my apartment - with crate training,I have a hefty savings account and plan to get pet insurance.,"Right away, hand that dog over!",No,No,NA,,Yes
https://ps31.petstablished.com/adoption_applications/1203585,Own,I own my home and do not need approval from a landlord,no,"Yes, an unfenced yard.",Yes,Yes,,No,yes,Starting a family.,Active - Short walks and dog park play,I do not currently have pets,n/a,I don't have animals ,no,n/a,0 - 4,"159 Readington Road, Branchburg NJ 08876",yes.  we are financially sound.,"Right away, hand that dog over!",no,no,yes,na,Yes
https://ps31.petstablished.com/adoption_applications/1198056,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,I am looking for a companion to spend my days with. I have a yellow lab growing up and always had a connection to him. I want to become a dog mom again and give an amazing dog unconditional love and have a friendly and loving dog face by my side.,Active - Short walks and dog park play,I do not currently have pets,The yellow lab came from a breeder. Not positive of the breeder name or if they are still in business.,I don't have animals ,No,I was not listed with the vet as it was a family pet.,0 - 4,Either crated or confined to a specific room,Yes. I have a “honey pot” of money that I have saved up for an emergency. Should that savings not be enough I will either ask for a loan from family or an agency.,"I am uncertain, it would depend on me finding the right dog",No.,No.,Not with a partner.,,Yes
https://ps31.petstablished.com/adoption_applications/1203229,Rent,"Yes, my landlord allows pets",No restrictions,I don't have a yard. ,Yes,Yes,No,No,Yes,"I grew up with a dog and know the impact a dog can have on your life: the joy, the companionship, and the responsibility.  I've wanted to adopt a dog for a couple years but I have finally settled down and am able to provide the time a dog needs and deserves.  ",Active - Short walks and dog park play,I do not currently have pets,"My family adopted a dog from the Humane Society in Harrisburg, PA in 1999.",I don't have animals ,No,n/a,4 - 8,I plan to crate train. ,I have cash in savings that will cover a couple unexpected emergency vet bills.,"I am taking my time, a few weeks is fine ",No,No,"Yes, the dog will remain with me.",n/a,Yes
https://ps31.petstablished.com/adoption_applications/1198681,Rent,My landlord does not allow pets and I am planning on relocating soon,No,I don't have a yard. ,Yes,Yes,No,No,Yes,"Always wanted a dog. Moving in 1 month, specifically to a place that allows me to have one.",Energetic - Running buddy,I do not currently have pets,n/a,I don't have animals ,No,n/a,0 - 4,Inside Apartment,I have a large amount of savings.,"I am browsing, it could be a few months",no,no,yes,,Yes
https://ps31.petstablished.com/adoption_applications/1201724,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,Lily has some allergies and is getting shots,No,Yes,"For a companion, for fun walks, hikes, cuddles, play",Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,My friend Sal's cat had a surprise litter and I wanted a cat. ,Yes all of my animals are spayed/neutered,No,"Nick Spaccarelli, Beacon Vet under the name Gavin Wassung",0 - 4,Inside and outside ,"Yes, we keep an emergency fund.","Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1201803,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,,No,Yes ,For a while we have been wanting a dog but recently a friend needed us to dog sit for a couple of weeks. dog sitting gave us the push to move forward with adopting.,Active - Short walks and dog park play,I do not currently have pets,Our first adoption ,I don't have animals ,No,None available ,0 - 4,In our apartment ,We have emergency funds and liquid assets we can use. ,I am thinking probably in the next few days,No,No,We are both in agreement ,,Yes
https://ps31.petstablished.com/adoption_applications/1201653,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No. ,No,Yes ,My partner and I have always grow up with dogs and are at a time in our lives where we are able to welcome a dog of our own into our lives together. ,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,,N/A,4 - 8,At our two-bedroom apartment. ,Yes. ,"I am uncertain, it would depend on me finding the right dog",No. ,No ,Yes. Will go with me. ,,Yes
https://ps31.petstablished.com/adoption_applications/1202696,Own,,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"My fiance and I have been looking for the right dog to start our family. We've moved into a new home approximately 2 & 1/2 months ago. We have a large fenced in yard,a dog park within our village, and want to spend our time playing/parenting a dog. My fiance has never not had a dog, and I love animals.",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"My cat I got from my uncle, but he was originally rescued from North Shore Animal Leage.",Yes all of my animals are spayed/neutered,,"Assisi Veterinary Hospital in Malverne NY, 11565 (516) 256-0022. This is the vet I went to with my cat. However since we moved we will likely switch vets to Bay Shore Animal Hospital 202 E Main St, Bay Shore, NY 11706.  (631) 665-0004",4 - 8,The dog will be crate trained initially in our master bedroom.,Yes we have a savings account we have been putting money to.,"Right away, hand that dog over!",No,No,Yes,"No young, healthy, and active",Yes
https://ps31.petstablished.com/adoption_applications/1177097,Own,,,"Yes, an unfenced yard.",Yes,Yes,Yes to cats,No,Yes,"Everyone in our family wants to have a dog to play with, snuggle and care for.","Mellow - Short, daily walks",I do not currently have pets,Hermit crab came from a pet store.,I don't have animals ,No,We don’t have a veterinarian. We will get one when we have a dog. ,0 - 4,In our house or in a cage when  needed.,Yes,"I am uncertain, it would depend on me finding the right dog",No ,No ,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1202652,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,No,No,yes,"My poodle Jazz  passed in June 2018and our home is not the samehe was 18 years old","Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"Jazz- given to me my a former coworker going through a divorceMr Wiggles / Feral / Yard",Yes all of my animals are spayed/neutered,No,"Dr May - Animal General- 201-313 7000  (Jazz / Canine)Dr Gidden - Bergenline Animal Hosp - 201- 854- 7330 (Mr Wiggles / Cat)",0 - 4,home,yes,"I am uncertain, it would depend on me finding the right dog",no,no,yes,NA,Yes
https://ps31.petstablished.com/adoption_applications/1202353,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,Myself to cats,No,Yes,We want our son to grow up with animals like we did. He is a sweet boy and has been asking for enough puppies to fill his bed,"Mellow - Short, daily walks",I do not currently have pets,I’ve had one rescue and one shelter dog. Rick grew up with rescue dogs.,I don't have animals ,No,I do not recall this information as this was many years ago and i was a child. ,0 - 4,Our home,We would look into pet insurance ,I am thinking probably in the next few days,No,No,Yes,Not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1202214,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,My mother and I have cat allergies.,No,I am 24. My mother is head. ,We lost our 12 year old rescue shepherd/chow mix to complications from diabetes and lung cancer last summer. My family is looking to save another life and bring happiness back to all. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"North Shore Animal League of America, closing down mall pet store, horse was adopted from college. ",Yes all of my animals are spayed/neutered,No. ,"Alex Lewyt Veterinary Medical Center, Under Jean or Francesca De Piano.  Phone number (516) 883-2000",0 - 4,The dog will be kept in the house. ,Yes. My animals are treated like my children.  I save from each paycheck for emergency funds. ,"I am uncertain, it would depend on me finding the right dog",No. ,No. ,Yes ,I am neither ,Yes
https://ps31.petstablished.com/adoption_applications/1201346,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,We enjoy the company of a dog immensely and would love to provide a dog with a happy and loving home.,Active - Short walks and dog park play,I do not currently have pets,Oscar Animal Shelter ,Yes all of my animals are spayed/neutered,No,Andover Animal Hospital,0 - 4,free reign of the house,Yes,"I am taking my time, a few weeks is fine ",Yes we had a dog who bit my daughters face that we had to give back to the adoption agency,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1201760,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,My dog of 12 years recently passed away from Lymphoma. Time for a new baby __,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Sean Casey Animal Rescue,Yes all of my animals are spayed/neutered,No,Park Slope Veterinary Care - Dr. Maddon +1 (718) 788-0500,0 - 4,At home or at my office with me!,I plan on getting insurance and have savings.,"I am uncertain, it would depend on me finding the right dog",No,No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1197925,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,None,No,Yes,Companion,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Shelter st huberts of madison nj,Yes all of my animals are spayed/neutered,No,None,0 - 4,Home/yard,Yes,"I am uncertain, it would depend on me finding the right dog",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1201169,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No ,No,Yes ,"Family dog, companionship ",Active - Short walks and dog park play,I do not currently have pets,"Not sure, my father adopted the dogs.",Yes all of my animals are spayed/neutered,No,Dr.Jao Mt.Vernon ,0 - 4,In the home ,Yes ,"Right away, hand that dog over!",No,No,Yes ,,Yes
https://ps31.petstablished.com/adoption_applications/1198606,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,"Yes, I'm 30",I would like a companion to go on adventures with and bring the dog with me to work everyday :) ,"Mellow - Short, daily walks",I do not currently have pets,N/A,I don't have animals ,,N/A,0 - 4,At my single family house,Yes!,"Right away, hand that dog over!",No,No,No partner.,"No Serious health condition. Should there be an emergency, i plan to allow my soon to be retired parents to take care of my dog. ",Yes
https://ps31.petstablished.com/adoption_applications/1200874,Rent,"Yes, my landlord allows pets",No restrictions. We need to provide our landlord with a pet deposit upon adoption.,I don't have a yard. ,Yes,Yes,No,No,Yes,"Companionship and fun are the first two words that come to mind. We have been together for over 6 years, were married in late 2018, and we have talked about getting a dog since forever. We always knew it was going to happen at some point, but were waiting until we were at a point in our careers and lifestyles to be ready to commit. We are there now - we are ready to be committed and loving pet owners and give a puppy the training and time he/she needs. We look forward to the companionship of having a dog and to giving back to the dog as much as he/she gives to us. We are also both very active and enjoy being outdoors. We would love to have a pup join us in our outdoor adventures!",Active - Short walks and dog park play,I do not currently have pets,Both grew up in homes that adopted animals,I don't have animals ,No,N/A,8+,"We plan to crate our pup while young. As the dog gets older and is trained, we will see whether he/she still needs to be crated. ","We have adequate savings, and we also plan to purchase pet insurance.","I am taking my time, a few weeks is fine ",No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1201241,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,Our dog passed away last year and we now feel that we are ready again to bring in a new family member.  We would like to adopt a dog instead of purchasing from a breeder so we can provide a home to one that needs one.  ,Active - Short walks and dog park play,I do not currently have pets,Havanese Breeder ,Yes all of my animals are spayed/neutered,no,"Old Mill Veterinanry (703)779-2903Miami Lakes Veterinary Clini (305)362 -5777 - first VET",0 - 4,Inside the home and his bed will be in my home office,My company offers Pet Insurance and we will probably apply for this after our experience with our previous dog.,"I am uncertain, it would depend on me finding the right dog",no,no,Married and the entire family is on board,n/a,Yes
